roc_auc,pr_auc,brier,accuracy,precision,recall,f1,threshold,fold,n_train,n_val,model
0.6922549865114056,0.41249316507156036,0.1874652375254696,0.751347558201405,0.5706594885598923,0.00656397553990247,0.012978664789249748,0.5,1,953568,259358,LogisticRegression
0.6804815652298702,0.42286034435728626,0.18058198707778275,0.7362683350421627,0.5082960495957306,0.1816506657297933,0.2676505699525656,0.5,2,1212926,525701,LogisticRegression
0.6893187305558712,0.3886506959664153,0.16479058004496674,0.7724966714108626,0.47155434482214065,0.20585295232842715,0.2865952418087365,0.5,3,1738627,261372,LogisticRegression
0.7172423317368134,0.44076289632905835,0.1710024755473421,0.7555849443626185,0.5955555555555555,0.05808499109838223,0.10584667465970801,0.5,1,953568,259358,LightGBM
0.7009507733993459,0.45233989582760314,0.1769093270504324,0.7430839964162138,0.6128108052798527,0.08588165281671459,0.15065055937415497,0.5,2,1212926,525701,LightGBM
0.7121218405943323,0.4169838010990363,0.15659275471913142,0.7821266241219411,0.5262926400156387,0.18560201302954052,0.2744253605830488,0.5,3,1738627,261372,LightGBM
0.7200180399351095,0.44758201296355005,0.17062731096633799,0.7564640381249085,0.6082879612825166,0.062264881182754084,0.11296642184054938,0.5,1,953568,259358,CatBoost
0.6998532085750471,0.4518024276107468,0.17624074293985906,0.7431543786296774,0.6072341451651796,0.09027683174279957,0.15718512415265345,0.5,2,1212926,525701,CatBoost
0.7056256813366969,0.40890596655997896,0.1586131984028119,0.7788630763815558,0.5045954745909409,0.21100617007342043,0.29757549978732456,0.5,3,1738627,261372,CatBoost
